17大类,商品名,L1_code,L1_名称,L2_code,L2_名称,L3_code,L3_名称,L4_code(叶),L4_名称(叶),叶子状态,归类性质,匹配方式,置信度
油漆涂料,超高光稀释剂T-103,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,通用透明釉,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,low
油漆涂料,酞菁绿,18,涂料化工,18.002,墙地面,18.002.006,粉类添加剂,18.002.006.013,色精,现有,语义推测,语义分类,med
油漆涂料,酞菁蓝,18,涂料化工,18.002,墙地面,18.002.006,粉类添加剂,18.002.006.013,色精,现有,语义推测,语义分类,med
油漆涂料,金属珐琅-青铜/银/金,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,铝银漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,防霉洗剂,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,low
油漆涂料,高光珐琅-白色,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,高强度亮红色,18,涂料化工,18.002,墙地面,18.002.006,粉类添加剂,18.002.006.013,色精,现有,语义推测,语义分类,med
油漆涂料,高强度酞菁绿,18,涂料化工,18.002,墙地面,18.002.006,粉类添加剂,18.002.006.013,色精,现有,语义推测,语义分类,med
油漆涂料,黑色,18,涂料化工,18.002,墙地面,18.002.006,粉类添加剂,18.002.006.013,色精,现有,语义推测,语义分类,med
油漆涂料,黑色板漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
消防类,压杆式室外消火栓,26,消防,26.001,消防器材,26.001.010,消火栓,26.001.010.002,室外消火栓,现有,语义推测,语义分类,high
消防类,喷头（手握式）,26,消防,26.002,消防水,26.002.003,消防喷头,26.002.003.006,消防喷头,现有,语义推测,语义分类,low
消防类,室内消火栓给水泵,07,机电,07.004,泵,07.004.012,消防泵,07.004.012.001,消防泵,现有,语义推测,语义救回,high
消防类,室外消火栓,26,消防,26.001,消防器材,26.001.010,消火栓,26.001.010.002,室外消火栓,现有,语义推测,语义分类,high
消防类,手提式灭火器,26,消防,26.001,消防器材,26.001.009,灭火器,26.001.009.002,干粉灭火器,现有,语义推测,语义分类,low
消防类,普通水嘴,26,消防,26.001,消防器材,26.001.006,消防枪扣,(待生成),消防水嘴  ← 新建,新补,语义推测,语义推测·需建新叶,new
消防类,消防水泵结合器,26,消防,26.002,消防水,26.002.004,水泵接合器,26.002.004.001,地上式水泵接合器,现有,语义推测,语义分类,low
消防类,消防泵,07,机电,07.004,泵,07.004.012,消防泵,07.004.012.001,消防泵,现有,语义推测,语义救回,high
消防类,消防皮带,26,消防,26.001,消防器材,26.001.007,消防水带,26.001.007.001,消防水带,现有,语义推测,语义分类,high
消防类,温度调节器,24,暖通,24.007,采暖设备,24.007.003,温控器,24.007.003.002,智能温控器,现有,语义推测,语义救回,med
消防类,皮带水嘴,26,消防,26.001,消防器材,26.001.006,消防枪扣,(待生成),消防水嘴  ← 新建,新补,语义推测,语义推测·需建新叶,new
消防类,自动喷水灭火泵,07,机电,07.004,泵,07.004.012,消防泵,07.004.012.001,消防泵,现有,语义推测,语义救回,high
电动工具,万能角度抛光机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,med
电动工具,云石机,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,修边机,07,机电,07.003,磨切钻机械,(待生成),电动修边机/木工镂铣机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,冲击扳手,07,机电,07.003,磨切钻机械,(待生成),电动冲击扳手  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,冲击钻,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,med
电动工具,吸尘器,10,电器,10.001,商用电器,10.001.003,商用厨具,10.001.003.013,商用吸尘器,现有,语义推测,语义分类,high
电动工具,吹风机,24,暖通,24.002,通风设备,24.002.001,风机,24.002.001.002,鼓风机,现有,语义推测,语义救回,high
电动工具,套丝机,04,手动工具,04.004,管道工具,(待生成),电动套丝机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,平板振动器,07,机电,07.003,磨切钻机械,(待生成),混凝土平板振动器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,往复锯,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,手提锯,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,手枪钻,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,med
电动工具,搅拌机,07,机电,07.003,磨切钻机械,(待生成),混凝土搅拌机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,无齿锯,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,曲线锯,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,木工压刨机,07,机电,07.003,磨切钻机械,07.003.006,机床,07.003.006.002,普通机床,现有,语义推测,语义分类,low
电动工具,木工平刨床,07,机电,07.003,磨切钻机械,07.003.006,机床,07.003.006.002,普通机床,现有,语义推测,语义分类,low
电动工具,气钉枪,04,手动工具,04.012,手动工具其它,(待生成),气动/电动钉枪  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,汽油振捣器,07,机电,07.003,磨切钻机械,(待生成),混凝土振捣器(汽油式)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,热风枪,04,手动工具,04.012,手动工具其它,(待生成),热风枪  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,电刨,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,low
电动工具,电动割草机,04,手动工具,04.017,园林工具,(待生成),电动割草机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,电动振捣器,07,机电,07.003,磨切钻机械,(待生成),混凝土振捣器(电动式)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,电锤,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,med
电动工具,电镐,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,low
电动工具,电风镐,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,low
电动工具,直磨机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,high
电动工具,石材磨光机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,high
电动工具,砂带磨光机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,med
电动工具,砼面收光机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,med
电动工具,立式打夯机,07,机电,07.003,磨切钻机械,(待生成),立式打夯机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,蚊钉枪,04,手动工具,04.012,手动工具其它,(待生成),气动/电动码钉枪  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,蛙式打夯机,07,机电,07.003,磨切钻机械,(待生成),蛙式打夯机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,行吊,07,机电,07.005,工业机电,(待生成),桥式行车(行吊)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,角磨机,07,机电,07.003,磨切钻机械,07.003.003,砂轮机,07.003.003.001,砂轮机,现有,语义推测,语义分类,high
电动工具,配料机,07,机电,07.003,磨切钻机械,(待生成),混凝土配料机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,金属切割锯,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,钢筋切断机,07,机电,07.003,磨切钻机械,07.003.004,切割机,07.003.004.001,切割机,现有,语义推测,语义分类,high
电动工具,钢筋弯曲机,07,机电,07.003,磨切钻机械,(待生成),钢筋弯曲机  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,钢筋连接机,07,机电,07.003,磨切钻机械,(待生成),钢筋连接机(套筒挤压/直螺纹套丝一体机)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
电动工具,飞机钻,07,机电,07.003,磨切钻机械,07.003.007,磨切钻机械其它,07.003.007.001,磨切钻机械其它,现有,语义推测,语义分类,low
砂石料类,G15土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),级配天然砾石(路用回填料)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,G3土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),级配天然砾石(路用回填料)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,G45土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),级配天然砾石(路用回填料)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,G7土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),级配天然砾石(路用回填料)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,回填土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),回填土(天然素土)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,坦噶石,19,装饰材料,19.007,地面装饰,19.007.006,墙地面石材,(待生成),坦噶石(天然建筑石材)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,手砸石子,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.004,砂石,现有,语义推测,语义分类,med
砂石料类,机械石子,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.004,砂石,现有,语义推测,语义分类,med
砂石料类,毛壤土,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),壤土/红土(路用天然土)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,毛石,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,(待生成),毛石(块石)  ← 新建,新补,语义推测,语义推测·需建新叶,new
砂石料类,河砂,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.001,砂子,现有,语义推测,语义分类,high
砂石料类,火山灰颗粒,18,涂料化工,18.002,墙地面,18.002.008,轻集料,18.002.008.001,轻集料,现有,语义推测,语义分类,high
砂石料类,瓜子片,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.004,砂石,现有,语义推测,语义分类,med
砂石料类,石子砖,19,装饰材料,19.006,二次结构,(待生成),碎石混凝土砌块  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
砂石料类,石英石,19,装饰材料,19.007,地面装饰,19.007.006,墙地面石材,19.007.006.002,石英石,现有,语义推测,语义分类,low
砂石料类,砂石料调拨,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.004,砂石,现有,语义推测,语义分类,high
砂石料类,砂砖,19,装饰材料,19.006,二次结构,19.006.004,灰砂砖,19.006.004.001,灰砂砖,现有,语义推测,语义救回,med
砂石料类,空心砖,19,装饰材料,19.006,二次结构,(待生成),混凝土空心砌块  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
砂石料类,级配碎石,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.004,砂石,现有,语义推测,语义分类,med
砂石料类,耐火砖,19,装饰材料,19.006,二次结构,19.006.007,耐火砖,19.006.007.001,耐火砖,现有,语义推测,语义分类,high
砂石料类,道路砖,19,装饰材料,19.006,二次结构,19.006.005,连锁砌块,19.006.005.001,连锁砌块,现有,语义推测,语义分类,med
给排水类,45°镀锌弯头,25,水暖器材,25.002,水暖管件,25.002.003,玛钢管件,(待生成),镀锌45度弯头  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,90°镀锌内丝弯头,25,水暖器材,25.002,水暖管件,25.002.003,玛钢管件,25.002.003.011,玛钢弯头,现有,语义推测,语义救回,med
给排水类,90°镀锌外丝弯头,25,水暖器材,25.002,水暖管件,25.002.003,玛钢管件,25.002.003.011,玛钢弯头,现有,语义推测,语义救回,med
给排水类,90°镀锌弯头,25,水暖器材,25.002,水暖管件,25.002.003,玛钢管件,(待生成),镀锌90度弯头  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE45°弯头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.014,PE45°弯头,现有,语义推测,语义分类,high
给排水类,HDPE90°内丝弯头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.042,PE内螺纹弯头,现有,语义推测,语义分类,med
给排水类,HDPE90°外丝弯头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.002,PE外螺纹弯头,现有,语义推测,语义分类,med
给排水类,HDPE90°弯头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.013,PE90°弯头,现有,语义推测,语义分类,high
给排水类,HDPE三通,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.017,PE等径三通,现有,语义推测,语义分类,high
给排水类,HDPE内丝三通,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.041,PE内螺纹三通,现有,语义推测,语义分类,high
给排水类,HDPE内丝接头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.049,PE内牙直通,现有,语义推测,语义分类,med
给排水类,HDPE化粪池,28,塑胶管道,28.008,PE管道,(待生成),HDPE化粪池  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE单连内丝球阀,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.011,PE球阀,现有,语义推测,语义分类,med
给排水类,HDPE单连球阀水龙头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.011,PE球阀,现有,语义推测,语义分类,low
给排水类,HDPE双连球阀,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.011,PE球阀,现有,语义推测,语义分类,med
给排水类,HDPE变径,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.007,PE异径直通,现有,语义推测,语义分类,med
给排水类,HDPE四通,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.045,PE四通,现有,语义推测,语义分类,high
给排水类,HDPE外丝三通,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.001,PE外螺纹三通,现有,语义推测,语义分类,high
给排水类,HDPE外丝接头,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.052,PE外牙直通,现有,语义推测,语义分类,med
给排水类,HDPE平地漏,28,塑胶管道,28.010,HDPE管道,28.010.002,HDPE排水管管件,28.010.002.015,HDPE同层排水地漏,现有,语义推测,语义分类,med
给排水类,HDPE手轮闸阀,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,(待生成),HDPE手轮闸阀  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE水箱,28,塑胶管道,28.008,PE管道,(待生成),HDPE水箱  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE法兰接盘,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.032,PE法兰盘,现有,语义推测,语义分类,med
给排水类,HDPE波纹管,28,塑胶管道,28.010,HDPE管道,28.010.007,HDPE双壁波纹管,28.010.007.003,HDPE双壁波纹管（8KN）,现有,语义推测,语义分类,med
给排水类,HDPE热熔器,07,机电,07.003,磨切钻机械,(待生成),热熔焊接机(塑料管)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE热熔器嘴头,07,机电,07.003,磨切钻机械,07.003.008,磨切钻机械配件,(待生成),热熔焊接机嘴头  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,HDPE直接,28,塑胶管道,28.008,PE管道,28.008.004,PE给水管件,28.008.004.009,PE直通,现有,语义推测,语义分类,high
给排水类,HDPE管,28,塑胶管道,28.008,PE管道,28.008.008,PE给水管,28.008.008.002,PE100直管,现有,语义推测,语义分类,high
给排水类,HDPE补芯,28,塑胶管道,28.011,FRPP管道,28.011.004,FRPP排水管件,28.011.004.019,HDPE补心,现有,语义推测,语义分类,high
给排水类,PPR45°弯头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.027,PP-R弯头,现有,语义推测,语义分类,med
给排水类,PPR90°内丝弯头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.018,PP-R内螺纹弯头,现有,语义推测,语义分类,med
给排水类,PPR90°外丝弯头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.025,PP-R外螺纹弯头,现有,语义推测,语义分类,med
给排水类,PPR三通,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.003,PP-R等径三通,现有,语义推测,语义分类,high
给排水类,PPR内丝三通,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.017,PP-R内螺纹三通,现有,语义推测,语义分类,high
给排水类,PPR内丝接头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.040,PP-R内牙直通,现有,语义推测,语义分类,med
给排水类,PPR单连内丝球阀,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.034,PP-R球阀,现有,语义推测,语义分类,med
给排水类,PPR单连球阀水龙头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.034,PP-R球阀,现有,语义推测,语义分类,low
给排水类,PPR双连球阀,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.034,PP-R球阀,现有,语义推测,语义分类,med
给排水类,PPR变径,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.030,PP-R异径直通,现有,语义推测,语义分类,med
给排水类,PPR四通,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.021,PP-R四通,现有,语义推测,语义分类,high
给排水类,PPR固定卡,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.008,PP-R管卡,现有,语义推测,语义分类,med
给排水类,PPR堵头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.020,PP-R丝堵,现有,语义推测,语义分类,med
给排水类,PPR外丝三通,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.024,PP-R外螺纹三通,现有,语义推测,语义分类,med
给排水类,PPR外丝接头,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.044,PP-R外牙直通,现有,语义推测,语义分类,med
给排水类,PPR手轮闸阀,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.035,PP-R闸阀,现有,语义推测,语义分类,high
给排水类,PPR法兰接盘,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.006,PP-R法兰盘,现有,语义推测,语义分类,med
给排水类,PPR热熔器,07,机电,07.003,磨切钻机械,(待生成),热熔焊接机(PPR管)  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
给排水类,PPR热熔器嘴头,07,机电,07.003,磨切钻机械,07.003.008,磨切钻机械配件,(待生成),热熔焊接机嘴头(PPR管)  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,PPR直接,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.033,PP-R直通,现有,语义推测,语义分类,high
给排水类,PPR补芯,28,塑胶管道,28.013,PPR管道,28.013.001,PP-R给水管件,28.013.001.001,PP-R补芯,现有,语义推测,语义分类,high
给排水类,PVC45°弯头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.013,PVC给水等径弯头,现有,语义推测,语义分类,med
给排水类,PVC90°内丝弯头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.062,PVC-U给水内牙弯头,现有,语义推测,语义分类,med
给排水类,PVC90°外丝弯头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.032,PVC-U给水外牙弯头,现有,语义推测,语义分类,med
给排水类,PVC三通,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.011,PVC给水等径三通,现有,语义推测,语义分类,high
给排水类,PVC内丝三通,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.061,PVC-U给水内牙三通,现有,语义推测,语义分类,med
给排水类,PVC内丝接头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.063,PVC-U给水内牙直通,现有,语义推测,语义分类,med
给排水类,PVC单连内丝球阀,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.026,PVC给水球阀,现有,语义推测,语义分类,med
给排水类,PVC单连球阀水龙头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.026,PVC给水球阀,现有,语义推测,语义分类,low
给排水类,PVC双连球阀,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.026,PVC给水球阀,现有,语义推测,语义分类,med
给排水类,PVC变径,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.021,PVC给水异径直通,现有,语义推测,语义分类,med
给排水类,PVC四通,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.079,PVC-U给水等径四通,现有,语义推测,语义分类,high
给排水类,PVC外丝三通,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.037,PVC给水外丝三通,现有,语义推测,语义分类,high
给排水类,PVC外丝接头,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.065,PVC-U给水外牙直通,现有,语义推测,语义分类,med
给排水类,PVC手轮闸阀,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,(待生成),PVC给水手轮闸阀  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,PVC补芯,28,塑胶管道,28.003,PVC管道,28.003.004,PVC给水管管件,28.003.004.039,PVC给水补芯,现有,语义推测,语义分类,high
给排水类,PVC阳台地漏,28,塑胶管道,28.003,PVC管道,28.003.003,PVC排水管管件,28.003.003.021,PVC地漏,现有,语义推测,语义分类,med
给排水类,不锈钢法兰盘,30,金属管道,30.003,不锈钢管道,30.003.005,不锈钢丝接管件,30.003.005.018,不锈钢法兰,现有,语义推测,语义分类,high
给排水类,供水阀,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,25.001.005.020,铸铁闸阀,现有,语义推测,语义分类,low
给排水类,冲洗器,27,陶瓷卫浴,27.003,卫浴,27.003.011,卫浴阀门,27.003.011.001,冲洗阀,现有,语义推测,语义分类,med
给排水类,冲洗水箱,27,陶瓷卫浴,27.002,陶瓷,27.002.002,马桶,(待生成),冲洗水箱  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,冲洗调节器,27,陶瓷卫浴,27.003,卫浴,27.003.011,卫浴阀门,(待生成),冲洗调节器  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,冲洗阀,27,陶瓷卫浴,27.003,卫浴,27.003.011,卫浴阀门,27.003.011.001,冲洗阀,现有,语义推测,语义分类,high
给排水类,冷冻水循环泵,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.008,循环水泵,现有,语义推测,语义分类,med
给排水类,冷凝回水泵,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.008,循环水泵,现有,语义推测,语义分类,low
给排水类,净水器,10,电器,10.005,饮水设备,10.005.001,生活饮水设备,10.005.001.001,净水机,现有,语义推测,语义救回,high
给排水类,净身盆,27,陶瓷卫浴,27.002,陶瓷,(待生成),净身盆  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
给排水类,减压阀,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,25.001.005.008,铸铁减压阀,现有,语义推测,语义分类,med
给排水类,出屋面构件泛水板,30,金属管道,30.005,彩铝雨水管道,30.005.001,彩铝雨水管件,(待生成),出屋面构件泛水板  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,单向阀,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,25.001.005.021,铸铁止回阀,现有,语义推测,语义分类,med
给排水类,卧式离心泵,07,机电,07.004,泵,07.004.006,清水泵,07.004.006.004,离心泵,现有,语义推测,语义分类,high
给排水类,双管淋浴器,27,陶瓷卫浴,27.003,卫浴,27.003.006,花洒,27.003.006.001,花洒,现有,语义推测,语义分类,low
给排水类,反渗透脱盐泵,07,机电,07.004,泵,07.004.005,泵其它,07.004.005.001,泵其它,现有,语义推测,语义分类,low
给排水类,可调节水管固定卡,25,水暖器材,25.003,管道辅材,25.003.010,管卡,25.003.010.008,万能吊卡,现有,语义推测,语义分类,med
给排水类,四通阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.034,铜四通阀,现有,语义推测,语义分类,med
给排水类,坐便器,27,陶瓷卫浴,27.002,陶瓷,27.002.002,马桶,27.002.002.001,普通马桶,现有,语义推测,语义分类,high
给排水类,墙挂式水便器,27,陶瓷卫浴,27.002,陶瓷,27.002.004,小便器,27.002.004.002,挂式小便器,现有,语义推测,语义分类,high
给排水类,天沟泛水板,30,金属管道,30.005,彩铝雨水管道,30.005.001,彩铝雨水管件,(待生成),天沟泛水板  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,容积式泵,07,机电,07.004,泵,07.004.005,泵其它,07.004.005.001,泵其它,现有,语义推测,语义分类,low
给排水类,小便器,27,陶瓷卫浴,27.002,陶瓷,27.002.004,小便器,27.002.004.001,立式小便器,现有,语义推测,语义分类,med
给排水类,屋脊泛水板,30,金属管道,30.005,彩铝雨水管道,30.005.001,彩铝雨水管件,(待生成),屋脊泛水板  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,岛屿电站泵,07,机电,07.004,泵,07.004.005,泵其它,07.004.005.001,泵其它,现有,语义推测,语义分类,low
给排水类,嵌入式手纸架,27,陶瓷卫浴,27.003,卫浴,27.003.012,卫浴挂件,27.003.012.004,纸巾架,现有,语义推测,语义分类,med
给排水类,干手器,10,电器,10.003,生活电器,10.003.001,生活小家电,10.003.001.004,干手机,现有,语义推测,语义救回,high
给排水类,座盖,27,陶瓷卫浴,27.002,陶瓷,27.002.002,马桶,(待生成),座盖  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,快开阀,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,(待生成),快开阀  ← 新建,新补,语义推测,语义推测·需建新叶,new
给排水类,截止阀,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,25.001.005.009,铸铁截止阀,现有,语义推测,语义分类,med
给排水类,手纸架,27,陶瓷卫浴,27.003,卫浴,27.003.012,卫浴挂件,27.003.012.004,纸巾架,现有,语义推测,语义分类,med
